DNI,Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,Grup Professional,Nom complet,Nascut Espanya,Data naixement,Edat,Increment,Salari nuevo
23492566L,Arnau,Ferrer García,Espanya,Sevilla,17,3,1989,Home,1377,No,Grup A,Arnau Ferrer García,True,1989-03-17,36,0.05,1445.8500000000001
47351659S,Salma,El Amrani,Marroc,Casablanca,12,10,1987,Dona,1414,No,Grup A,Salma El Amrani,False,1987-10-12,38,0.05,1484.7
37774950Y,Carla,García,Espanya,Barcelona,25,10,1952,Dona,950,No,Grup A,Carla García,True,1952-10-25,73,0.05,997.5
65737147M,William,Brown Smith,Regne Unit,Londres,17,7,1959,Home,1147,Si,Grup A,William Brown Smith,False,1959-07-17,66,0.05,1204.3500000000001
16112726L,Clara,Castells Romero,Espanya,Barcelona,4,1,1999,Dona,1392,Si,Grup A,Clara Castells Romero,True,1999-01-04,27,0.05,1461.6000000000001
66520712S,Pau,Castells,Espanya,Barcelona,1,7,1972,Home,1006,No,Grup A,Pau Castells,True,1972-07-01,53,0.05,1056.3
47195129C,Jordi,López,Espanya,València,24,10,1954,Home,1055,No,Grup A,Jordi López,True,1954-10-24,71,0.05,1107.75
18575690Y,João,Oliveira Ferreira,Portugal,Lisboa,21,3,1985,Home,1225,No,Grup A,João Oliveira Ferreira,False,1985-03-21,40,0.05,1286.25
15387541Y,Andrés,Castro,Colòmbia,Medellín,8,3,2000,Altres,996,No,Grup A,Andrés Castro,False,2000-03-08,25,0.05,1045.8
57892591M,Anna,Castells,Espanya,Barcelona,2,1,1951,Dona,919,No,Grup A,Anna Castells,True,1951-01-02,75,0.05,964.95
25403469P,Clara,García,Espanya,Sevilla,19,8,1998,Dona,747,No,Grup A,Clara García,True,1998-08-19,27,0.05,784.35
91347406Y,Lucía,Fernández,Argentina,Buenos Aires,28,11,1978,null,758,No,Grup A,Lucía Fernández,False,1978-11-28,47,0.05,795.9
45074340P,Núria,Ferrer,Espanya,Barcelona,27,10,1977,Dona,1123,No,Grup A,Núria Ferrer,True,1977-10-27,48,0.05,1179.15
29471837G,Camille,Moreau,França,París,6,2,1957,Dona,797,No,Grup A,Camille Moreau,False,1957-02-06,68,0.05,836.85
13508244R,Oriol,Martínez Martínez,Espanya,Sevilla,21,3,1951,Home,1466,No,Grup A,Oriol Martínez Martínez,True,1951-03-21,74,0.05,1539.3
25331092S,Sophie,Jones,Regne Unit,Londres,26,1,1963,Dona,684,No,Grup A,Sophie Jones,False,1963-01-26,63,0.05,718.2
29550519X,Miguel,Silva,Portugal,Lisboa,12,6,1971,null,897,No,Grup A,Miguel Silva,False,1971-06-12,54,0.05,941.85
85031552D,Laia,Ferrer Martínez,Espanya,Sevilla,23,10,1962,Dona,1408,Si,Grup A,Laia Ferrer Martínez,True,1962-10-23,63,0.05,1478.4
87427498D,Laura,Rojas,Colòmbia,Medellín,9,5,1969,Dona,988,No,Grup A,Laura Rojas,False,1969-05-09,56,0.05,1037.4
19404501Z,Arnau,Ferrer Sánchez,Espanya,Bilbao,6,11,1969,Home,1332,Si,Grup A,Arnau Ferrer Sánchez,True,1969-11-06,56,0.05,1398.6000000000001
17972901L,Carla,Sánchez López,Espanya,Sevilla,11,6,1989,Dona,1081,Si,Grup A,Carla Sánchez López,True,1989-06-11,36,0.05,1135.05
92286029R,Núria,López,Espanya,Sevilla,5,5,1977,Dona,1024,No,Grup A,Núria López,True,1977-05-05,48,0.05,1075.2
66183009R,Miguel,Cruz,Mèxic,Guadalajara,28,9,1955,Home,1256,Si,Grup A,Miguel Cruz,False,1955-09-28,70,0.05,1318.8
90904549G,Marc,López Martínez,Espanya,Madrid,18,11,2004,Home,1275,Si,Grup A,Marc López Martínez,True,2004-11-18,21,0.05,1338.75
93623062E,Pau,López García,Espanya,Sevilla,4,7,1992,Home,1668,No,Grup A,Pau López García,True,1992-07-04,33,0.05,1751.4
73587985T,Francesca,Ferrari,Itàlia,Torí,25,3,1999,Dona,1045,Si,Grup A,Francesca Ferrari,False,1999-03-25,26,0.05,1097.25
48610709N,Toni,García García,Espanya,Madrid,9,6,1958,Home,1400,Si,Grup A,Toni García García,True,1958-06-09,67,0.05,1470.0
37416719D,Anna,López,Espanya,Bilbao,17,6,1995,Dona,1330,Si,Grup A,Anna López,True,1995-06-17,30,0.05,1396.5
91797004K,Toni,Sánchez Sánchez,Espanya,Sevilla,16,7,1950,Home,1294,No,Grup A,Toni Sánchez Sánchez,True,1950-07-16,75,0.05,1358.7
20460695D,Laia,Ferrer Romero,Espanya,Sevilla,25,8,1951,Dona,1303,Si,Grup A,Laia Ferrer Romero,True,1951-08-25,74,0.05,1368.15
27053674Z,Amina,El Amrani,Marroc,Rabat,25,1,1959,Dona,854,Si,Grup A,Amina El Amrani,False,1959-01-25,67,0.05,896.7
88308185F,Jordi,Romero García,Espanya,Bilbao,19,12,1984,Home,1535,Si,Grup A,Jordi Romero García,True,1984-12-19,41,0.05,1611.75
47905259N,Clara,López García,Espanya,València,13,10,1988,Dona,825,Si,Grup A,Clara López García,True,1988-10-13,37,0.05,866.25
54313717Q,Laura,Castro,Colòmbia,Medellín,19,6,1958,Dona,1484,No,Grup A,Laura Castro,False,1958-06-19,67,0.05,1558.2
38394682L,Clara,Sánchez Ferrer,Espanya,Madrid,21,4,1963,Dona,1324,Si,Grup A,Clara Sánchez Ferrer,True,1963-04-21,62,0.05,1390.2
33214782A,Matías,Rodríguez,Argentina,Buenos Aires,12,6,1950,null,1055,No,Grup A,Matías Rodríguez,False,1950-06-12,75,0.05,1107.75
30011388C,Jordi,Sánchez Ferrer,Espanya,Madrid,2,4,1977,Home,1014,No,Grup A,Jordi Sánchez Ferrer,True,1977-04-02,48,0.05,1064.7
14828163F,Marc,Martínez García,Espanya,Sevilla,12,3,1965,Home,1585,No,Grup A,Marc Martínez García,True,1965-03-12,60,0.05,1664.25
93868679R,María,Cruz,Mèxic,Guadalajara,23,6,1978,Dona,746,Si,Grup A,María Cruz,False,1978-06-23,47,0.05,783.3000000000001
53118513Z,Carla,Martínez Sánchez,Espanya,Madrid,6,2,2004,Dona,689,Si,Grup A,Carla Martínez Sánchez,True,2004-02-06,21,0.05,723.45
89545864F,Tomás,Gómez,Argentina,Còrdova,19,1,1996,Home,1104,Si,Grup A,Tomás Gómez,False,1996-01-19,30,0.05,1159.2
70113350T,Pau,Castells,Espanya,Bilbao,17,4,1952,null,1117,No,Grup A,Pau Castells,True,1952-04-17,73,0.05,1172.8500000000001
19178233C,Jean,Moreau Girard,França,Marsella,12,11,1989,Home,866,No,Grup A,Jean Moreau Girard,False,1989-11-12,36,0.05,909.3000000000001
35909931K,Laia,Martínez López,Espanya,València,17,5,1976,Dona,1179,Si,Grup A,Laia Martínez López,True,1976-05-17,49,0.05,1237.95
75690264M,Anna,Romero,Espanya,València,17,11,1976,Dona,1286,No,Grup A,Anna Romero,True,1976-11-17,49,0.05,1350.3
27395242L,Daniel,Castro Torres,Colòmbia,Bogotà,5,4,1992,Home,1010,Si,Grup A,Daniel Castro Torres,False,1992-04-05,33,0.05,1060.5
72488520Y,Youssef,Fassi El Amrani,Marroc,Rabat,26,5,1968,Home,995,Si,Grup A,Youssef Fassi El Amrani,False,1968-05-26,57,0.05,1044.75
87072861Y,Miguel,Ferreira,Portugal,Porto,19,2,1990,Home,1202,No,Grup A,Miguel Ferreira,False,1990-02-19,35,0.05,1262.1000000000001
99946609J,Inês,Silva Oliveira,Portugal,Porto,11,2,1986,Dona,953,No,Grup A,Inês Silva Oliveira,False,1986-02-11,39,0.05,1000.6500000000001
77786231R,Marc,García López,Espanya,Madrid,11,8,1963,Home,1024,No,Grup A,Marc García López,True,1963-08-11,62,0.05,1075.2
16349607A,Daniel,Rojas Castro,Colòmbia,Medellín,7,10,1952,Home,799,Si,Grup A,Daniel Rojas Castro,False,1952-10-07,73,0.05,838.95
19835344L,Anna,Ferrer,Espanya,Madrid,8,5,1966,Dona,767,No,Grup A,Anna Ferrer,True,1966-05-08,59,0.05,805.35
72548015K,Núria,Romero Castells,Espanya,València,10,4,1996,null,776,No,Grup A,Núria Romero Castells,True,1996-04-10,29,0.05,814.8000000000001
63645871Q,Toni,López,Espanya,Barcelona,27,9,1979,null,861,No,Grup A,Toni López,True,1979-09-27,46,0.05,904.0500000000001
12689894Z,Marta,López,Espanya,Bilbao,24,7,1967,Dona,1421,No,Grup A,Marta López,True,1967-07-24,58,0.05,1492.05
17266104D,Oriol,Ferrer,Espanya,Madrid,9,7,1985,Altres,726,No,Grup A,Oriol Ferrer,True,1985-07-09,40,0.05,762.3000000000001
15071348H,Núria,Romero,Espanya,València,11,6,1951,Dona,712,No,Grup A,Núria Romero,True,1951-06-11,74,0.05,747.6
93757958D,Inês,Silva,Portugal,Lisboa,20,8,1990,Dona,1121,Si,Grup A,Inês Silva,False,1990-08-20,35,0.05,1177.05
89595235W,Clara,Romero,Espanya,Sevilla,23,3,1999,Dona,758,No,Grup A,Clara Romero,True,1999-03-23,26,0.05,795.9
71304182R,Núria,Ferrer,Espanya,Bilbao,17,3,1979,Dona,1219,Si,Grup A,Núria Ferrer,True,1979-03-17,46,0.05,1279.95
15228560C,Jordi,Castells,Espanya,Barcelona,19,7,1978,Home,1541,No,Grup A,Jordi Castells,True,1978-07-19,47,0.05,1618.0500000000002
20214876P,Alessia,Russo,Itàlia,Torí,28,11,1954,Dona,969,Si,Grup A,Alessia Russo,False,1954-11-28,71,0.05,1017.45
61343247E,Florencia,Gómez,Argentina,Còrdova,8,7,1984,null,1594,No,Grup A,Florencia Gómez,False,1984-07-08,41,0.05,1673.7
36334567G,Pau,Martínez López,Espanya,València,19,12,1994,Home,1498,No,Grup A,Pau Martínez López,True,1994-12-19,31,0.05,1572.9
47691452T,Laia,Romero,Espanya,València,18,7,1950,Dona,1007,No,Grup A,Laia Romero,True,1950-07-18,75,0.05,1057.3500000000001
48127366Y,Pau,Sánchez,Espanya,València,26,5,1954,Home,1411,No,Grup A,Pau Sánchez,True,1954-05-26,71,0.05,1481.55
49287703B,Daniel,Castro,Colòmbia,Medellín,13,10,1956,Home,1207,Si,Grup A,Daniel Castro,False,1956-10-13,69,0.05,1267.3500000000001
82418527A,Jordi,Ferrer,Espanya,Barcelona,28,6,2002,Home,961,No,Grup A,Jordi Ferrer,True,2002-06-28,23,0.05,1009.0500000000001
65339008Z,Salma,Zahraoui,Marroc,Casablanca,20,12,1971,Dona,1399,Si,Grup A,Salma Zahraoui,False,1971-12-20,54,0.05,1468.95
91690612P,Clara,Castells,Espanya,Madrid,15,3,1981,Dona,1519,Si,Grup A,Clara Castells,True,1981-03-15,44,0.05,1594.95
32219930D,Eva,García Ferrer,Espanya,València,22,2,1991,Dona,665,Si,Grup A,Eva García Ferrer,True,1991-02-22,34,0.05,698.25
18479670K,Pau,Castells,Espanya,Barcelona,14,9,1991,Home,1564,No,Grup A,Pau Castells,True,1991-09-14,34,0.05,1642.2
75340954W,Joan,Ferrer,Espanya,Bilbao,21,5,1981,null,1408,No,Grup A,Joan Ferrer,True,1981-05-21,44,0.05,1478.4
24238964E,Joan,Martínez Castells,Espanya,Barcelona,22,7,1987,Home,1165,No,Grup A,Joan Martínez Castells,True,1987-07-22,38,0.05,1223.25
12767161T,Toni,Castells Castells,Espanya,Madrid,20,3,1950,Home,1533,No,Grup A,Toni Castells Castells,True,1950-03-20,75,0.05,1609.65
74074321A,Carla,Ferrer Castells,Espanya,Sevilla,2,8,1957,Dona,1091,Si,Grup A,Carla Ferrer Castells,True,1957-08-02,68,0.05,1145.55
46145725B,Toni,Ferrer,Espanya,Barcelona,24,8,1972,Home,1667,Si,Grup A,Toni Ferrer,True,1972-08-24,53,0.05,1750.3500000000001
97294667E,Jordi,García,Espanya,Barcelona,3,1,1975,Home,966,Si,Grup A,Jordi García,True,1975-01-03,51,0.05,1014.3000000000001
35241609K,Francesca,Russo,Itàlia,Torí,9,11,1986,Dona,1344,Si,Grup A,Francesca Russo,False,1986-11-09,39,0.05,1411.2
87906075W,Arnau,Sánchez Martínez,Espanya,Madrid,12,11,2003,Home,766,No,Grup A,Arnau Sánchez Martínez,True,2003-11-12,22,0.05,804.3000000000001
31059050X,Amina,Fassi,Marroc,Casablanca,13,12,1971,null,1460,No,Grup A,Amina Fassi,False,1971-12-13,54,0.05,1533.0
60378955C,Fatima,Zahraoui El Amrani,Marroc,Rabat,27,1,1986,Dona,1312,No,Grup A,Fatima Zahraoui El Amrani,False,1986-01-27,40,0.05,1377.6000000000001
48242975Q,Arnau,Sánchez Sánchez,Espanya,Sevilla,5,7,1974,Home,1485,No,Grup A,Arnau Sánchez Sánchez,True,1974-07-05,51,0.05,1559.25
16218169P,William,Brown,Regne Unit,Londres,24,2,1991,Home,997,Si,Grup A,William Brown,False,1991-02-24,34,0.05,1046.8500000000001
81901030H,Marc,Castells,Espanya,Sevilla,20,9,1970,Home,1108,Si,Grup A,Marc Castells,True,1970-09-20,55,0.05,1163.4
69723912X,Miguel,Oliveira Pereira,Portugal,Porto,19,4,1958,Home,1030,No,Grup A,Miguel Oliveira Pereira,False,1958-04-19,67,0.05,1081.5
87631058F,Joan,Ferrer Castells,Espanya,Madrid,25,10,1967,Home,1249,Si,Grup A,Joan Ferrer Castells,True,1967-10-25,58,0.05,1311.45
33400905A,Joan,Ferrer,Espanya,Sevilla,19,12,1970,null,1012,No,Grup A,Joan Ferrer,True,1970-12-19,55,0.05,1062.6000000000001
68343127F,Youssef,Zahraoui,Marroc,Casablanca,2,3,1998,Home,1599,No,Grup A,Youssef Zahraoui,False,1998-03-02,27,0.05,1678.95
99688433B,Toni,Castells,Espanya,València,1,5,1960,Home,1634,Si,Grup A,Toni Castells,True,1960-05-01,65,0.05,1715.7
16378767Z,Marc,Ferrer Romero,Espanya,Madrid,9,10,1973,Home,1081,No,Grup A,Marc Ferrer Romero,True,1973-10-09,52,0.05,1135.05
74158500N,Laura,Schneider,Alemanya,Hamburg,25,1,1957,Dona,1368,No,Grup A,Laura Schneider,False,1957-01-25,69,0.05,1436.4
99611153A,Arnau,Sánchez,Espanya,Barcelona,16,12,1998,Home,1435,No,Grup A,Arnau Sánchez,True,1998-12-16,27,0.05,1506.75
73063501Z,Eva,Ferrer,Espanya,Sevilla,4,11,1990,Dona,1365,Si,Grup A,Eva Ferrer,True,1990-11-04,35,0.05,1433.25
36106979Y,Pau,Sánchez,Espanya,Sevilla,1,2,1953,Home,1037,No,Grup A,Pau Sánchez,True,1953-02-01,73,0.05,1088.8500000000001
90389717L,Clara,Martínez Romero,Espanya,València,9,7,1973,Dona,1065,Si,Grup A,Clara Martínez Romero,True,1973-07-09,52,0.05,1118.25
85693556P,Joan,Romero Martínez,Espanya,Barcelona,2,11,1973,Home,1546,Si,Grup A,Joan Romero Martínez,True,1973-11-02,52,0.05,1623.3000000000002
27368854D,Marta,Castells López,Espanya,Barcelona,9,6,1985,Dona,1438,No,Grup A,Marta Castells López,True,1985-06-09,40,0.05,1509.9
58740246B,Pau,Ferrer Martínez,Espanya,Barcelona,24,12,1964,Home,853,No,Grup A,Pau Ferrer Martínez,True,1964-12-24,61,0.05,895.6500000000001
14098793R,Alessandro,Ferrari,Itàlia,Torí,22,7,2003,Home,1443,Si,Grup A,Alessandro Ferrari,False,2003-07-22,22,0.05,1515.15
68722397X,Laia,Romero Martínez,Espanya,Barcelona,28,5,1964,Dona,1015,No,Grup A,Laia Romero Martínez,True,1964-05-28,61,0.05,1065.75
12118177C,Jean,Dubois,França,Marsella,24,11,1970,Home,1045,No,Grup A,Jean Dubois,False,1970-11-24,55,0.05,1097.25
70806232V,Arnau,Romero,Espanya,València,24,6,1976,Home,772,No,Grup A,Arnau Romero,True,1976-06-24,49,0.05,810.6
52604206S,Olivia,Taylor,Regne Unit,Londres,13,9,1992,null,1416,Si,Grup A,Olivia Taylor,False,1992-09-13,33,0.05,1486.8
97210518F,Clara,Sánchez Romero,Espanya,Bilbao,16,3,2004,Dona,1024,No,Grup A,Clara Sánchez Romero,True,2004-03-16,21,0.05,1075.2
19113138L,João,Oliveira,Portugal,Lisboa,1,7,1979,Home,1276,No,Grup A,João Oliveira,False,1979-07-01,46,0.05,1339.8
83374173K,Florencia,Álvarez,Argentina,Buenos Aires,14,11,1961,Dona,1043,No,Grup A,Florencia Álvarez,False,1961-11-14,64,0.05,1095.15
31397148Y,João,Silva,Portugal,Lisboa,2,7,1994,Home,1634,No,Grup A,João Silva,False,1994-07-02,31,0.05,1715.7
41718924T,Marc,Martínez Castells,Espanya,Barcelona,13,5,1979,null,1473,No,Grup A,Marc Martínez Castells,True,1979-05-13,46,0.05,1546.65
83602803G,Joan,Ferrer,Espanya,Sevilla,2,2,1964,Home,1213,No,Grup A,Joan Ferrer,True,1964-02-02,62,0.05,1273.65
52759329M,Jordi,Martínez Ferrer,Espanya,València,18,2,1972,Altres,778,No,Grup A,Jordi Martínez Ferrer,True,1972-02-18,53,0.05,816.9000000000001
28210536A,Anna,Sánchez López,Espanya,Madrid,4,8,1997,Altres,1197,No,Grup A,Anna Sánchez López,True,1997-08-04,28,0.05,1256.8500000000001
76436789V,Eva,Romero,Espanya,Bilbao,18,7,1967,Dona,1322,No,Grup A,Eva Romero,True,1967-07-18,58,0.05,1388.1000000000001
84904881L,Pau,Castells Martínez,Espanya,Barcelona,3,1,1985,Home,1242,No,Grup A,Pau Castells Martínez,True,1985-01-03,41,0.05,1304.1000000000001
80909731Y,Jordi,García López,Espanya,Sevilla,6,6,1971,Home,1249,Si,Grup A,Jordi García López,True,1971-06-06,54,0.05,1311.45
66842033A,Núria,Romero Romero,Espanya,Madrid,3,3,1962,Dona,894,No,Grup A,Núria Romero Romero,True,1962-03-03,63,0.05,938.7
44245943V,Gabriela,Cruz,Mèxic,Guadalajara,27,1,1955,Dona,1396,No,Grup A,Gabriela Cruz,False,1955-01-27,71,0.05,1465.8
44569678M,Laia,Castells,Espanya,Madrid,9,8,1977,Dona,981,No,Grup A,Laia Castells,True,1977-08-09,48,0.05,1030.05
87865381W,Marta,Martínez,Espanya,Sevilla,17,7,2000,Dona,1197,No,Grup A,Marta Martínez,True,2000-07-17,25,0.05,1256.8500000000001
21820075A,Arnau,Sánchez,Espanya,Bilbao,23,1,1978,Home,1107,No,Grup A,Arnau Sánchez,True,1978-01-23,48,0.05,1162.3500000000001
76257088H,Francesca,Conti,Itàlia,Roma,10,8,1955,Dona,810,Si,Grup A,Francesca Conti,False,1955-08-10,70,0.05,850.5
51635247N,Clara,Sánchez Castells,Espanya,València,6,10,1973,Dona,1167,No,Grup A,Clara Sánchez Castells,True,1973-10-06,52,0.05,1225.3500000000001
42128077K,Núria,Castells,Espanya,València,16,2,2001,Dona,892,No,Grup A,Núria Castells,True,2001-02-16,24,0.05,936.6
53983933P,Marta,Martínez Ferrer,Espanya,València,2,11,2001,Dona,806,No,Grup A,Marta Martínez Ferrer,True,2001-11-02,24,0.05,846.3000000000001
64697693K,Núria,Martínez Martínez,Espanya,Bilbao,20,8,2002,Dona,1006,No,Grup A,Núria Martínez Martínez,True,2002-08-20,23,0.05,1056.3
15021643F,Tiago,Ferreira Pereira,Portugal,Lisboa,15,3,1959,Altres,1263,No,Grup A,Tiago Ferreira Pereira,False,1959-03-15,66,0.05,1326.15
71377022P,Pau,López,Espanya,Madrid,28,12,1971,Home,794,Si,Grup A,Pau López,True,1971-12-28,54,0.05,833.7
43507453W,Anna,Ferrer Martínez,Espanya,Bilbao,15,10,1981,Dona,850,Si,Grup A,Anna Ferrer Martínez,True,1981-10-15,44,0.05,892.5
26414747E,Oriol,Martínez,Espanya,Sevilla,23,12,1991,Home,803,Si,Grup A,Oriol Martínez,True,1991-12-23,34,0.05,843.1500000000001
69931972C,Toni,Martínez López,Espanya,Madrid,4,12,1983,Home,1607,Si,Grup A,Toni Martínez López,True,1983-12-04,42,0.05,1687.3500000000001
86555403J,Marc,García,Espanya,Madrid,14,7,1977,Home,1599,No,Grup A,Marc García,True,1977-07-14,48,0.05,1678.95
52720140A,Daniel,Rojas Torres,Colòmbia,Bogotà,20,8,1985,Home,1457,Si,Grup A,Daniel Rojas Torres,False,1985-08-20,40,0.05,1529.8500000000001
19863880V,Carla,López Romero,Espanya,Sevilla,22,4,1954,Dona,1173,Si,Grup A,Carla López Romero,True,1954-04-22,71,0.05,1231.65
67985873N,Anna,Castells Ferrer,Espanya,Barcelona,8,1,1983,Dona,1494,Si,Grup A,Anna Castells Ferrer,True,1983-01-08,43,0.05,1568.7
30525996L,Marc,López,Espanya,Sevilla,23,1,1965,Home,842,Si,Grup A,Marc López,True,1965-01-23,61,0.05,884.1
90464341H,Jordi,Ferrer Martínez,Espanya,València,12,11,1981,Home,1664,No,Grup A,Jordi Ferrer Martínez,True,1981-11-12,44,0.05,1747.2
38127780Y,Louis,Dubois Girard,França,Lió,21,11,1950,Home,1085,No,Grup A,Louis Dubois Girard,False,1950-11-21,75,0.05,1139.25
95204020C,Oriol,Castells Ferrer,Espanya,València,14,10,1959,Home,1576,Si,Grup A,Oriol Castells Ferrer,True,1959-10-14,66,0.05,1654.8000000000002
69796526G,Inês,Oliveira Ferreira,Portugal,Lisboa,2,5,1970,Dona,687,No,Grup A,Inês Oliveira Ferreira,False,1970-05-02,55,0.05,721.35
45203656T,Laia,Ferrer,Espanya,Sevilla,18,6,1988,Dona,947,No,Grup A,Laia Ferrer,True,1988-06-18,37,0.05,994.35
86198614J,Camila,Cruz Cruz,Mèxic,Guadalajara,2,1,1952,Dona,839,No,Grup A,Camila Cruz Cruz,False,1952-01-02,74,0.05,880.95
37757421G,Núria,Martínez Sánchez,Espanya,Madrid,23,5,1967,Dona,914,Si,Grup A,Núria Martínez Sánchez,True,1967-05-23,58,0.05,959.7
14219190G,Carla,Ferrer García,Espanya,Madrid,19,12,1960,Dona,1405,Si,Grup A,Carla Ferrer García,True,1960-12-19,65,0.05,1475.25
33177087Z,Toni,Romero,Espanya,Barcelona,7,5,1990,Home,1101,No,Grup A,Toni Romero,True,1990-05-07,35,0.05,1156.05
18873517G,Jordi,García Martínez,Espanya,Sevilla,7,2,1974,Home,774,Si,Grup A,Jordi García Martínez,True,1974-02-07,51,0.05,812.7
45620823H,Alessia,Russo Russo,Itàlia,Torí,18,5,1995,Dona,1162,No,Grup A,Alessia Russo Russo,False,1995-05-18,30,0.05,1220.1000000000001
14778034E,Eva,Romero,Espanya,Madrid,21,1,1972,Dona,1022,Si,Grup A,Eva Romero,True,1972-01-21,54,0.05,1073.1000000000001
32610074J,Joan,López,Espanya,Barcelona,22,10,1964,Home,1623,No,Grup A,Joan López,True,1964-10-22,61,0.05,1704.15
75293326J,Joan,García,Espanya,Bilbao,23,6,1960,Home,826,No,Grup A,Joan García,True,1960-06-23,65,0.05,867.3000000000001
94035504X,Louis,Dubois Dubois,França,París,22,9,1964,Home,1000,No,Grup A,Louis Dubois Dubois,False,1964-09-22,61,0.05,1050.0
85975055P,Giovanni,Rossi Ferrari,Itàlia,Torí,14,6,1991,Home,1022,No,Grup A,Giovanni Rossi Ferrari,False,1991-06-14,34,0.05,1073.1000000000001
72988314H,Marc,Sánchez,Espanya,Bilbao,3,6,1996,Home,1143,Si,Grup A,Marc Sánchez,True,1996-06-03,29,0.05,1200.15
25144352S,Francesca,Rossi Russo,Itàlia,Torí,1,9,1994,Dona,1254,No,Grup A,Francesca Rossi Russo,False,1994-09-01,31,0.05,1316.7
53730243G,Anna,Ferrer Romero,Espanya,Sevilla,24,1,2005,Dona,718,No,Grup A,Anna Ferrer Romero,True,2005-01-24,21,0.05,753.9
21285125Z,Chloé,Moreau,França,Marsella,5,5,1976,Dona,1173,Si,Grup A,Chloé Moreau,False,1976-05-05,49,0.05,1231.65
26130098V,Lucas,Álvarez,Argentina,Buenos Aires,2,8,1978,Home,899,Si,Grup A,Lucas Álvarez,False,1978-08-02,47,0.05,943.95
22553315Z,Carla,López,Espanya,València,27,6,1972,Dona,912,No,Grup A,Carla López,True,1972-06-27,53,0.05,957.6
51701516Z,Jordi,Ferrer,Espanya,Bilbao,22,5,1960,Home,1325,No,Grup A,Jordi Ferrer,True,1960-05-22,65,0.05,1391.25
92136991X,Laia,Ferrer,Espanya,Madrid,18,8,1973,Dona,1083,Si,Grup A,Laia Ferrer,True,1973-08-18,52,0.05,1137.15
18783620K,Andrés,Torres,Colòmbia,Medellín,13,1,1967,Home,1567,No,Grup A,Andrés Torres,False,1967-01-13,59,0.05,1645.3500000000001
77617404G,Joan,Martínez Romero,Espanya,Madrid,19,6,1972,Home,1129,Si,Grup A,Joan Martínez Romero,True,1972-06-19,53,0.05,1185.45
14270387K,Eva,Castells Romero,Espanya,Bilbao,25,6,1974,Dona,1317,No,Grup A,Eva Castells Romero,True,1974-06-25,51,0.05,1382.8500000000001
72582805W,Juan,Álvarez,Argentina,Buenos Aires,21,2,1968,Home,887,Si,Grup A,Juan Álvarez,False,1968-02-21,57,0.05,931.35
52982989C,Valentina,Castro Rojas,Colòmbia,Medellín,8,12,1986,Dona,817,Si,Grup A,Valentina Castro Rojas,False,1986-12-08,39,0.05,857.85
93864786W,Marc,Romero,Espanya,València,8,6,1957,Home,793,Si,Grup A,Marc Romero,True,1957-06-08,68,0.05,832.6500000000001
58780487Q,Arnau,Martínez Romero,Espanya,Bilbao,26,8,1997,Home,1430,No,Grup A,Arnau Martínez Romero,True,1997-08-26,28,0.05,1501.5
68747775D,Eva,Castells Romero,Espanya,Barcelona,13,2,1980,Altres,931,No,Grup A,Eva Castells Romero,True,1980-02-13,45,0.05,977.5500000000001
39256461F,Oriol,Martínez,Espanya,València,17,7,1951,Home,1593,No,Grup A,Oriol Martínez,True,1951-07-17,74,0.05,1672.65
53837158P,Toni,Ferrer,Espanya,Bilbao,7,4,1996,Altres,1269,No,Grup A,Toni Ferrer,True,1996-04-07,29,0.05,1332.45
61643122A,Marta,Sánchez,Espanya,València,28,10,1980,Dona,1357,Si,Grup A,Marta Sánchez,True,1980-10-28,45,0.05,1424.8500000000001
80132051V,Carla,López,Espanya,València,4,6,1994,Dona,994,Si,Grup A,Carla López,True,1994-06-04,31,0.05,1043.7
99934405Q,Oriol,Martínez Sánchez,Espanya,València,3,9,1969,Home,1214,Si,Grup A,Oriol Martínez Sánchez,True,1969-09-03,56,0.05,1274.7
54035649P,Eva,Martínez Martínez,Espanya,Madrid,16,9,2003,Dona,1291,No,Grup A,Eva Martínez Martínez,True,2003-09-16,22,0.05,1355.55
66795744Q,Núria,López,Espanya,Sevilla,7,6,1956,Dona,1314,No,Grup A,Núria López,True,1956-06-07,69,0.05,1379.7
38900939H,Pau,Ferrer,Espanya,Sevilla,23,2,1996,Home,1507,Si,Grup A,Pau Ferrer,True,1996-02-23,29,0.05,1582.3500000000001
46674072A,Laia,Castells Castells,Espanya,Bilbao,3,12,1968,null,1330,Si,Grup A,Laia Castells Castells,True,1968-12-03,57,0.05,1396.5
37528225W,Clara,Castells,Espanya,Barcelona,17,7,1953,Dona,778,No,Grup A,Clara Castells,True,1953-07-17,72,0.05,816.9000000000001
84944664N,Oriol,Romero,Espanya,Bilbao,28,3,1959,null,913,Si,Grup A,Oriol Romero,True,1959-03-28,66,0.05,958.6500000000001
42592903R,Emily,Taylor,Regne Unit,Londres,24,3,1976,Dona,1250,Si,Grup A,Emily Taylor,False,1976-03-24,49,0.05,1312.5
95233500R,Clara,López García,Espanya,Sevilla,18,8,1955,Dona,988,No,Grup A,Clara López García,True,1955-08-18,70,0.05,1037.4
57441590Y,George,Brown Jones,Regne Unit,Manchester,27,12,1979,Home,1130,Si,Grup A,George Brown Jones,False,1979-12-27,46,0.05,1186.5
